task,policy_id,source,prune_fraction,ppl,acc,num_pruned_modules,plan_json
resnet50,6,real,0.06001510729441407,,0.125,15,"{""resnet.encoder.stages.0.layers.1.layer.1.convolution"": 0.296875, ""resnet.encoder.stages.0.layers.2.layer.0.convolution"": 0.984375, ""resnet.encoder.stages.1.layers.0.layer.0.convolution"": 0.59375, ""resnet.encoder.stages.1.layers.0.layer.2.convolution"": 0.5, ""resnet.encoder.stages.1.layers.1.layer.0.convolution"": 0.171875, ""resnet.encoder.stages.1.layers.2.layer.2.convolution"": 0.984375, ""resnet.encoder.stages.1.layers.3.layer.1.convolution"": 0.6484375, ""resnet.encoder.stages.1.layers.3.layer.2.convolution"": 0.9921875, ""resnet.encoder.stages.2.layers.1.layer.2.convolution"": 0.16796875, ""resnet.encoder.stages.2.layers.3.layer.0.convolution"": 0.9296875, ""resnet.encoder.stages.2.layers.4.layer.0.convolution"": 0.97265625, ""resnet.encoder.stages.2.layers.5.layer.2.convolution"": 0.99609375, ""resnet.encoder.stages.3.layers.0.shortcut.convolution"": 0.708984375, ""resnet.encoder.stages.3.layers.1.layer.0.convolution"": 0.529296875, ""resnet.encoder.stages.3.layers.2.layer.0.convolution"": 0.998046875}"
resnet50,7,synthetic,0.07002055294705169,,0.25,13,"{""classifier.1"": 0.821, ""resnet.encoder.stages.0.layers.1.layer.0.convolution"": 0.515625, ""resnet.encoder.stages.0.layers.1.layer.1.convolution"": 0.875, ""resnet.encoder.stages.1.layers.0.layer.1.convolution"": 0.9921875, ""resnet.encoder.stages.1.layers.1.layer.0.convolution"": 0.3203125, ""resnet.encoder.stages.2.layers.0.layer.1.convolution"": 0.23828125, ""resnet.encoder.stages.2.layers.1.layer.1.convolution"": 0.9140625, ""resnet.encoder.stages.2.layers.1.layer.2.convolution"": 0.9921875, ""resnet.encoder.stages.2.layers.4.layer.0.convolution"": 0.83984375, ""resnet.encoder.stages.2.layers.4.layer.1.convolution"": 0.98828125, ""resnet.encoder.stages.2.layers.5.layer.0.convolution"": 0.4765625, ""resnet.encoder.stages.2.layers.5.layer.1.convolution"": 0.265625, ""resnet.encoder.stages.3.layers.1.layer.0.convolution"": 0.771484375}"
resnet50,7,real,0.07002055294705169,,0.625,13,"{""classifier.1"": 0.821, ""resnet.encoder.stages.0.layers.1.layer.0.convolution"": 0.515625, ""resnet.encoder.stages.0.layers.1.layer.1.convolution"": 0.875, ""resnet.encoder.stages.1.layers.0.layer.1.convolution"": 0.9921875, ""resnet.encoder.stages.1.layers.1.layer.0.convolution"": 0.3203125, ""resnet.encoder.stages.2.layers.0.layer.1.convolution"": 0.23828125, ""resnet.encoder.stages.2.layers.1.layer.1.convolution"": 0.9140625, ""resnet.encoder.stages.2.layers.1.layer.2.convolution"": 0.9921875, ""resnet.encoder.stages.2.layers.4.layer.0.convolution"": 0.83984375, ""resnet.encoder.stages.2.layers.4.layer.1.convolution"": 0.98828125, ""resnet.encoder.stages.2.layers.5.layer.0.convolution"": 0.4765625, ""resnet.encoder.stages.2.layers.5.layer.1.convolution"": 0.265625, ""resnet.encoder.stages.3.layers.1.layer.0.convolution"": 0.771484375}"
resnet50,8,synthetic,0.08000592246093309,,0.0,29,"{""resnet.encoder.stages.0.layers.0.layer.0.convolution"": 0.28125, ""resnet.encoder.stages.0.layers.0.layer.2.convolution"": 0.359375, ""resnet.encoder.stages.0.layers.1.layer.0.convolution"": 0.234375, ""resnet.encoder.stages.0.layers.1.layer.2.convolution"": 0.234375, ""resnet.encoder.stages.0.layers.2.layer.0.convolution"": 0.8125, ""resnet.encoder.stages.0.layers.2.layer.1.convolution"": 0.109375, ""resnet.encoder.stages.0.layers.2.layer.2.convolution"": 0.578125, ""resnet.encoder.stages.1.layers.0.layer.1.convolution"": 0.25, ""resnet.encoder.stages.1.layers.0.shortcut.convolution"": 0.8203125, ""resnet.encoder.stages.1.layers.1.layer.0.convolution"": 0.4296875, ""resnet.encoder.stages.1.layers.1.layer.1.convolution"": 0.8203125, ""resnet.encoder.stages.1.layers.1.layer.2.convolution"": 0.6875, ""resnet.encoder.stages.1.layers.2.layer.0.convolution"": 0.5390625, ""resnet.encoder.stages.1.layers.2.layer.2.convolution"": 0.140625, ""resnet.encoder.stages.1.layers.3.layer.2.convolution"": 0.8125, ""resnet.encoder.stages.2.layers.0.layer.2.convolution"": 0.921875, ""resnet.encoder.stages.2.layers.0.shortcut.convolution"": 0.05078125, ""resnet.encoder.stages.2.layers.1.layer.0.convolution"": 0.94921875, ""resnet.encoder.stages.2.layers.1.layer.1.convolution"": 0.4453125, ""resnet.encoder.stages.2.layers.1.layer.2.convolution"": 0.45703125, ""resnet.encoder.stages.2.layers.2.layer.0.convolution"": 0.67578125, ""resnet.encoder.stages.2.layers.2.layer.2.convolution"": 0.6953125, ""resnet.encoder.stages.2.layers.3.layer.1.convolution"": 0.9921875, ""resnet.encoder.stages.2.layers.5.layer.0.convolution"": 0.12890625, ""resnet.encoder.stages.2.layers.5.layer.1.convolution"": 0.95703125, ""resnet.encoder.stages.3.layers.0.layer.0.convolution"": 0.6640625, ""resnet.encoder.stages.3.layers.0.layer.1.convolution"": 0.986328125, ""resnet.encoder.stages.3.layers.1.layer.1.convolution"": 0.998046875, ""resnet.encoder.stages.3.layers.2.layer.1.convolution"": 0.998046875}"
resnet50,8,real,0.08000592246093309,,0.0,29,"{""resnet.encoder.stages.0.layers.0.layer.0.convolution"": 0.28125, ""resnet.encoder.stages.0.layers.0.layer.2.convolution"": 0.359375, ""resnet.encoder.stages.0.layers.1.layer.0.convolution"": 0.234375, ""resnet.encoder.stages.0.layers.1.layer.2.convolution"": 0.234375, ""resnet.encoder.stages.0.layers.2.layer.0.convolution"": 0.8125, ""resnet.encoder.stages.0.layers.2.layer.1.convolution"": 0.109375, ""resnet.encoder.stages.0.layers.2.layer.2.convolution"": 0.578125, ""resnet.encoder.stages.1.layers.0.layer.1.convolution"": 0.25, ""resnet.encoder.stages.1.layers.0.shortcut.convolution"": 0.8203125, ""resnet.encoder.stages.1.layers.1.layer.0.convolution"": 0.4296875, ""resnet.encoder.stages.1.layers.1.layer.1.convolution"": 0.8203125, ""resnet.encoder.stages.1.layers.1.layer.2.convolution"": 0.6875, ""resnet.encoder.stages.1.layers.2.layer.0.convolution"": 0.5390625, ""resnet.encoder.stages.1.layers.2.layer.2.convolution"": 0.140625, ""resnet.encoder.stages.1.layers.3.layer.2.convolution"": 0.8125, ""resnet.encoder.stages.2.layers.0.layer.2.convolution"": 0.921875, ""resnet.encoder.stages.2.layers.0.shortcut.convolution"": 0.05078125, ""resnet.encoder.stages.2.layers.1.layer.0.convolution"": 0.94921875, ""resnet.encoder.stages.2.layers.1.layer.1.convolution"": 0.4453125, ""resnet.encoder.stages.2.layers.1.layer.2.convolution"": 0.45703125, ""resnet.encoder.stages.2.layers.2.layer.0.convolution"": 0.67578125, ""resnet.encoder.stages.2.layers.2.layer.2.convolution"": 0.6953125, ""resnet.encoder.stages.2.layers.3.layer.1.convolution"": 0.9921875, ""resnet.encoder.stages.2.layers.5.layer.0.convolution"": 0.12890625, ""resnet.encoder.stages.2.layers.5.layer.1.convolution"": 0.95703125, ""resnet.encoder.stages.3.layers.0.layer.0.convolution"": 0.6640625, ""resnet.encoder.stages.3.layers.0.layer.1.convolution"": 0.986328125, ""resnet.encoder.stages.3.layers.1.layer.1.convolution"": 0.998046875, ""resnet.encoder.stages.3.layers.2.layer.1.convolution"": 0.998046875}"
resnet50,9,synthetic,0.09003144425232695,,0.0,21,"{""resnet.encoder.stages.0.layers.0.layer.0.convolution"": 0.875, ""resnet.encoder.stages.0.layers.0.layer.2.convolution"": 0.265625, ""resnet.encoder.stages.0.layers.1.layer.1.convolution"": 0.6875, ""resnet.encoder.stages.0.layers.2.layer.2.convolution"": 0.796875, ""resnet.encoder.stages.1.layers.0.layer.0.convolution"": 0.1171875, ""resnet.encoder.stages.1.layers.0.shortcut.convolution"": 0.57421875, ""resnet.encoder.stages.1.layers.1.layer.0.convolution"": 0.9921875, ""resnet.encoder.stages.1.layers.2.layer.0.convolution"": 0.9453125, ""resnet.encoder.stages.1.layers.2.layer.2.convolution"": 0.875, ""resnet.encoder.stages.1.layers.3.layer.0.convolution"": 0.53125, ""resnet.encoder.stages.2.layers.0.layer.2.convolution"": 0.99609375, ""resnet.encoder.stages.2.layers.1.layer.1.convolution"": 0.51953125, ""resnet.encoder.stages.2.layers.1.layer.2.convolution"": 0.6875, ""resnet.encoder.stages.2.layers.2.layer.1.convolution"": 0.328125, ""resnet.encoder.stages.2.layers.3.layer.0.convolution"": 0.34375, ""resnet.encoder.stages.2.layers.5.layer.0.convolution"": 0.13671875, ""resnet.encoder.stages.3.layers.0.layer.0.convolution"": 0.30078125, ""resnet.encoder.stages.3.layers.0.layer.1.convolution"": 0.98828125, ""resnet.encoder.stages.3.layers.1.layer.0.convolution"": 0.927734375, ""resnet.encoder.stages.3.layers.1.layer.2.convolution"": 0.62890625, ""resnet.encoder.stages.3.layers.2.layer.0.convolution"": 0.884765625}"
resnet50,9,real,0.09003144425232695,,0.0,21,"{""resnet.encoder.stages.0.layers.0.layer.0.convolution"": 0.875, ""resnet.encoder.stages.0.layers.0.layer.2.convolution"": 0.265625, ""resnet.encoder.stages.0.layers.1.layer.1.convolution"": 0.6875, ""resnet.encoder.stages.0.layers.2.layer.2.convolution"": 0.796875, ""resnet.encoder.stages.1.layers.0.layer.0.convolution"": 0.1171875, ""resnet.encoder.stages.1.layers.0.shortcut.convolution"": 0.57421875, ""resnet.encoder.stages.1.layers.1.layer.0.convolution"": 0.9921875, ""resnet.encoder.stages.1.layers.2.layer.0.convolution"": 0.9453125, ""resnet.encoder.stages.1.layers.2.layer.2.convolution"": 0.875, ""resnet.encoder.stages.1.layers.3.layer.0.convolution"": 0.53125, ""resnet.encoder.stages.2.layers.0.layer.2.convolution"": 0.99609375, ""resnet.encoder.stages.2.layers.1.layer.1.convolution"": 0.51953125, ""resnet.encoder.stages.2.layers.1.layer.2.convolution"": 0.6875, ""resnet.encoder.stages.2.layers.2.layer.1.convolution"": 0.328125, ""resnet.encoder.stages.2.layers.3.layer.0.convolution"": 0.34375, ""resnet.encoder.stages.2.layers.5.layer.0.convolution"": 0.13671875, ""resnet.encoder.stages.3.layers.0.layer.0.convolution"": 0.30078125, ""resnet.encoder.stages.3.layers.0.layer.1.convolution"": 0.98828125, ""resnet.encoder.stages.3.layers.1.layer.0.convolution"": 0.927734375, ""resnet.encoder.stages.3.layers.1.layer.2.convolution"": 0.62890625, ""resnet.encoder.stages.3.layers.2.layer.0.convolution"": 0.884765625}"
resnet50,10,synthetic,0.1000739444970049,,0.0,25,"{""resnet.embedder.embedder.convolution"": 0.328125, ""resnet.encoder.stages.0.layers.0.layer.2.convolution"": 0.515625, ""resnet.encoder.stages.0.layers.2.layer.0.convolution"": 0.28125, ""resnet.encoder.stages.0.layers.2.layer.1.convolution"": 0.984375, ""resnet.encoder.stages.1.layers.0.layer.2.convolution"": 0.4921875, ""resnet.encoder.stages.1.layers.0.shortcut.convolution"": 0.3203125, ""resnet.encoder.stages.1.layers.1.layer.1.convolution"": 0.6640625, ""resnet.encoder.stages.1.layers.2.layer.0.convolution"": 0.421875, ""resnet.encoder.stages.1.layers.2.layer.1.convolution"": 0.1796875, ""resnet.encoder.stages.1.layers.2.layer.2.convolution"": 0.609375, ""resnet.encoder.stages.1.layers.3.layer.0.convolution"": 0.1953125, ""resnet.encoder.stages.1.layers.3.layer.1.convolution"": 0.9453125, ""resnet.encoder.stages.1.layers.3.layer.2.convolution"": 0.9765625, ""resnet.encoder.stages.2.layers.0.layer.1.convolution"": 0.99609375, ""resnet.encoder.stages.2.layers.0.layer.2.convolution"": 0.01953125, ""resnet.encoder.stages.2.layers.2.layer.1.convolution"": 0.9453125, ""resnet.encoder.stages.2.layers.2.layer.2.convolution"": 0.93359375, ""resnet.encoder.stages.2.layers.3.layer.0.convolution"": 0.22265625, ""resnet.encoder.stages.2.layers.3.layer.1.convolution"": 0.5078125, ""resnet.encoder.stages.2.layers.4.layer.0.convolution"": 0.0859375, ""resnet.encoder.stages.2.layers.4.layer.1.convolution"": 0.94140625, ""resnet.encoder.stages.3.layers.0.layer.1.convolution"": 0.900390625, ""resnet.encoder.stages.3.layers.0.shortcut.convolution"": 0.6552734375, ""resnet.encoder.stages.3.layers.1.layer.2.convolution"": 0.9375, ""resnet.encoder.stages.3.layers.2.layer.0.convolution"": 0.994140625}"
resnet50,10,real,0.1000739444970049,,0.0,25,"{""resnet.embedder.embedder.convolution"": 0.328125, ""resnet.encoder.stages.0.layers.0.layer.2.convolution"": 0.515625, ""resnet.encoder.stages.0.layers.2.layer.0.convolution"": 0.28125, ""resnet.encoder.stages.0.layers.2.layer.1.convolution"": 0.984375, ""resnet.encoder.stages.1.layers.0.layer.2.convolution"": 0.4921875, ""resnet.encoder.stages.1.layers.0.shortcut.convolution"": 0.3203125, ""resnet.encoder.stages.1.layers.1.layer.1.convolution"": 0.6640625, ""resnet.encoder.stages.1.layers.2.layer.0.convolution"": 0.421875, ""resnet.encoder.stages.1.layers.2.layer.1.convolution"": 0.1796875, ""resnet.encoder.stages.1.layers.2.layer.2.convolution"": 0.609375, ""resnet.encoder.stages.1.layers.3.layer.0.convolution"": 0.1953125, ""resnet.encoder.stages.1.layers.3.layer.1.convolution"": 0.9453125, ""resnet.encoder.stages.1.layers.3.layer.2.convolution"": 0.9765625, ""resnet.encoder.stages.2.layers.0.layer.1.convolution"": 0.99609375, ""resnet.encoder.stages.2.layers.0.layer.2.convolution"": 0.01953125, ""resnet.encoder.stages.2.layers.2.layer.1.convolution"": 0.9453125, ""resnet.encoder.stages.2.layers.2.layer.2.convolution"": 0.93359375, ""resnet.encoder.stages.2.layers.3.layer.0.convolution"": 0.22265625, ""resnet.encoder.stages.2.layers.3.layer.1.convolution"": 0.5078125, ""resnet.encoder.stages.2.layers.4.layer.0.convolution"": 0.0859375, ""resnet.encoder.stages.2.layers.4.layer.1.convolution"": 0.94140625, ""resnet.encoder.stages.3.layers.0.layer.1.convolution"": 0.900390625, ""resnet.encoder.stages.3.layers.0.shortcut.convolution"": 0.6552734375, ""resnet.encoder.stages.3.layers.1.layer.2.convolution"": 0.9375, ""resnet.encoder.stages.3.layers.2.layer.0.convolution"": 0.994140625}"
resnet50,11,synthetic,0.11007535139516617,,0.0,19,"{""resnet.embedder.embedder.convolution"": 0.78125, ""resnet.encoder.stages.0.layers.0.shortcut.convolution"": 0.96875, ""resnet.encoder.stages.0.layers.1.layer.1.convolution"": 0.796875, ""resnet.encoder.stages.0.layers.1.layer.2.convolution"": 0.515625, ""resnet.encoder.stages.0.layers.2.layer.0.convolution"": 0.84375, ""resnet.encoder.stages.1.layers.1.layer.0.convolution"": 0.7890625, ""resnet.encoder.stages.1.layers.2.layer.1.convolution"": 0.4609375, ""resnet.encoder.stages.1.layers.2.layer.2.convolution"": 0.8359375, ""resnet.encoder.stages.2.layers.0.layer.2.convolution"": 0.875, ""resnet.encoder.stages.2.layers.1.layer.0.convolution"": 0.71484375, ""resnet.encoder.stages.2.layers.1.layer.2.convolution"": 0.46875, ""resnet.encoder.stages.2.layers.2.layer.0.convolution"": 0.80859375, ""resnet.encoder.stages.2.layers.2.layer.2.convolution"": 0.76171875, ""resnet.encoder.stages.2.layers.3.layer.0.convolution"": 0.96875, ""resnet.encoder.stages.2.layers.3.layer.1.convolution"": 0.97265625, ""resnet.encoder.stages.3.layers.0.layer.1.convolution"": 0.91015625, ""resnet.encoder.stages.3.layers.0.layer.2.convolution"": 0.818359375, ""resnet.encoder.stages.3.layers.0.shortcut.convolution"": 0.0966796875, ""resnet.encoder.stages.3.layers.2.layer.2.convolution"": 0.998046875}"
resnet50,11,real,0.11007535139516617,,0.375,19,"{""resnet.embedder.embedder.convolution"": 0.78125, ""resnet.encoder.stages.0.layers.0.shortcut.convolution"": 0.96875, ""resnet.encoder.stages.0.layers.1.layer.1.convolution"": 0.796875, ""resnet.encoder.stages.0.layers.1.layer.2.convolution"": 0.515625, ""resnet.encoder.stages.0.layers.2.layer.0.convolution"": 0.84375, ""resnet.encoder.stages.1.layers.1.layer.0.convolution"": 0.7890625, ""resnet.encoder.stages.1.layers.2.layer.1.convolution"": 0.4609375, ""resnet.encoder.stages.1.layers.2.layer.2.convolution"": 0.8359375, ""resnet.encoder.stages.2.layers.0.layer.2.convolution"": 0.875, ""resnet.encoder.stages.2.layers.1.layer.0.convolution"": 0.71484375, ""resnet.encoder.stages.2.layers.1.layer.2.convolution"": 0.46875, ""resnet.encoder.stages.2.layers.2.layer.0.convolution"": 0.80859375, ""resnet.encoder.stages.2.layers.2.layer.2.convolution"": 0.76171875, ""resnet.encoder.stages.2.layers.3.layer.0.convolution"": 0.96875, ""resnet.encoder.stages.2.layers.3.layer.1.convolution"": 0.97265625, ""resnet.encoder.stages.3.layers.0.layer.1.convolution"": 0.91015625, ""resnet.encoder.stages.3.layers.0.layer.2.convolution"": 0.818359375, ""resnet.encoder.stages.3.layers.0.shortcut.convolution"": 0.0966796875, ""resnet.encoder.stages.3.layers.2.layer.2.convolution"": 0.998046875}"
resnet50,12,synthetic,0.12001515748476095,,0.0,20,"{""resnet.encoder.stages.0.layers.0.layer.0.convolution"": 0.046875, ""resnet.encoder.stages.0.layers.0.layer.1.convolution"": 0.578125, ""resnet.encoder.stages.0.layers.0.shortcut.convolution"": 0.984375, ""resnet.encoder.stages.0.layers.1.layer.0.convolution"": 0.546875, ""resnet.encoder.stages.1.layers.0.layer.0.convolution"": 0.0625, ""resnet.encoder.stages.1.layers.1.layer.2.convolution"": 0.6328125, ""resnet.encoder.stages.1.layers.3.layer.2.convolution"": 0.9921875, ""resnet.encoder.stages.2.layers.0.layer.0.convolution"": 0.5859375, ""resnet.encoder.stages.2.layers.0.layer.1.convolution"": 0.83984375, ""resnet.encoder.stages.2.layers.0.layer.2.convolution"": 0.77734375, ""resnet.encoder.stages.2.layers.0.shortcut.convolution"": 0.646484375, ""resnet.encoder.stages.2.layers.2.layer.0.convolution"": 0.3125, ""resnet.encoder.stages.2.layers.3.layer.2.convolution"": 0.91796875, ""resnet.encoder.stages.2.layers.4.layer.0.convolution"": 0.99609375, ""resnet.encoder.stages.2.layers.5.layer.0.convolution"": 0.82421875, ""resnet.encoder.stages.2.layers.5.layer.1.convolution"": 0.70703125, ""resnet.encoder.stages.2.layers.5.layer.2.convolution"": 0.2421875, ""resnet.encoder.stages.3.layers.0.layer.2.convolution"": 0.892578125, ""resnet.encoder.stages.3.layers.1.layer.1.convolution"": 0.220703125, ""resnet.encoder.stages.3.layers.2.layer.0.convolution"": 0.986328125}"
